120691	548,10,25,10,32,7,23,9,28,13,29,11,27,5,15,3,19,8,23,16,37,4,19,18,39,16,46,8,17,8,20,17,38,7,25,5,15,11,28,17,43
150319	12,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1
424324	58,0,0,3,4,1,3,0,1,1,1,0,0,2,6,1,4,0,4,0,2,0,5,2,9,2,4,0,0,1,8,0,0,1,2,0,0,1,3,1,2
425468	5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
425567	672,11,44,13,28,7,34,12,21,14,31,5,20,9,18,3,20,9,34,8,40,11,20,12,48,13,46,4,14,17,46,11,50,15,39,11,32,12,45,11,42
425864	2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434378	6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
445169	186,2,6,3,10,2,7,1,7,4,9,3,8,0,1,6,14,1,6,3,15,3,11,2,7,6,20,0,4,7,20,4,13,2,2,1,7,3,6,5,13
448337	1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449822	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
455113	15,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,5
458589	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459425	19,0,0,0,2,0,0,0,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,3,0,4,0,2,0,0,0,0,0,0,0,0
459920	3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460261	38,0,4,1,3,0,0,2,3,3,4,0,3,0,0,1,2,1,1,0,0,0,1,0,4,1,1,1,1,0,0,1,3,1,3,1,1,1,4,0,0
469721	96,1,1,3,7,1,4,1,5,1,6,0,0,1,6,0,6,0,2,1,1,0,1,2,6,2,5,0,2,2,8,1,6,1,4,1,3,3,10,4,13
491627	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
493184	6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,2
493283	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501896	74,1,4,1,5,1,2,4,5,3,5,3,7,0,1,0,0,0,1,2,7,0,1,1,7,0,0,0,2,6,11,0,0,0,3,2,7,2,4,1,2
502688	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132220	3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134002	51,0,6,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,4,10,0,3,2,2,0,5,0,0,3,8,0,0,0,1,0,2,2,5,1,4
150040	210,8,13,1,7,1,10,4,19,4,15,3,3,1,2,2,9,1,3,6,23,2,7,5,10,6,30,3,4,3,4,2,11,1,8,2,10,9,19,1,3
285131	439,5,16,6,9,9,37,13,28,5,18,5,12,2,13,6,25,11,25,12,37,3,17,9,32,17,45,2,3,6,24,8,30,3,20,3,15,3,11,9,22
400268	19,0,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,2,3,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1
424325	189,4,8,8,20,1,4,4,10,5,8,0,2,0,2,2,9,6,14,2,11,0,11,6,12,4,17,0,1,6,12,3,7,1,3,11,14,5,11,2,13
425513	6,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
425766	761,4,17,30,75,14,33,21,71,8,24,6,15,11,17,12,40,12,26,11,27,12,40,16,47,26,63,12,30,14,41,7,24,12,25,16,47,20,45,18,54
425865	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433587	7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
444125	59,0,1,0,1,1,3,1,3,1,2,0,1,1,2,0,2,1,2,0,3,0,2,2,6,2,3,0,3,1,1,2,3,2,7,0,2,2,5,4,7
448833	9,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0
449878	6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
452199	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455961	12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,3
458887	14,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,2,0,0
462495	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
467544	2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
488686	12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,1,1,2,0,0
489027	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501941	39,1,3,1,1,0,1,0,2,0,2,0,0,2,2,3,4,1,3,0,0,0,0,0,1,1,4,0,1,2,3,0,1,1,4,1,2,0,1,2,4
502436	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
518628	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519096	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542883	2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572088	3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112223	191,4,13,5,11,4,10,2,9,1,8,4,6,1,8,0,4,4,10,3,12,1,5,5,8,8,19,1,6,3,10,1,9,0,4,4,14,2,9,7,16
120044	554,8,21,9,19,4,7,18,52,7,22,4,15,7,17,7,27,6,24,14,41,7,13,17,38,24,62,4,6,11,27,19,43,12,38,7,15,7,23,19,44
136731	6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2
276376	628,15,35,16,47,16,32,16,44,11,14,3,7,8,15,15,35,7,14,7,18,14,32,20,46,17,40,8,15,15,25,18,33,0,13,17,33,29,78,22,52
425514	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
431157	82,2,3,0,3,3,6,4,11,1,4,1,2,2,2,0,3,1,4,1,2,0,4,3,7,3,7,0,0,3,7,0,2,1,2,0,2,1,2,3,9
434479	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434578	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
434622	86,3,4,3,10,1,2,5,8,0,0,0,0,1,3,1,3,1,4,3,8,6,12,1,2,2,4,0,0,1,6,1,4,0,0,2,4,1,2,2,10
444379	7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
446359	13,0,2,0,0,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,2
450363	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
